"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover","No. of Trades","Deliverable Qty","% Dly Qt to Traded Qty"
"ITC","EQ","08-Dec-2017","        253.35","        253.75","        263.20","        253.40","        262.50","        262.20","        258.56","   13132943","          3395687594.70","      90031","    8341803","         63.52"
"ITC","EQ","11-Dec-2017","        262.20","        264.65","        267.50","        263.30","        266.00","        266.25","        265.86","   17181015","          4567751148.80","     114738","   11416076","         66.45"
"ITC","EQ","12-Dec-2017","        266.25","        264.50","        265.20","        260.50","        261.20","        261.55","        261.85","    9243049","          2420303925.75","      77246","    5762620","         62.35"
"ITC","EQ","13-Dec-2017","        261.55","        259.60","        262.40","        257.60","        259.45","        259.00","        260.16","    8653465","          2251248512.15","      66393","    4773678","         55.16"
"ITC","EQ","14-Dec-2017","        259.00","        260.90","        266.15","        257.55","        264.25","        264.25","        261.32","    8043427","          2101915556.55","      53976","    3652864","         45.41"
"ITC","EQ","15-Dec-2017","        264.25","        266.00","        267.05","        263.45","        264.10","        264.60","        265.17","   12269517","          3253510788.85","     102769","    8779833","         71.56"
"ITC","EQ","18-Dec-2017","        264.60","        265.50","        265.50","        259.05","        263.35","        263.20","        263.29","    9293059","          2446799111.30","     117822","    4609381","         49.60"
"ITC","EQ","19-Dec-2017","        263.20","        263.40","        265.40","        263.10","        264.20","        264.25","        264.01","    5881181","          1552693786.00","      75183","    3384603","         57.55"
"ITC","EQ","20-Dec-2017","        264.25","        264.70","        264.70","        262.70","        263.15","        263.30","        263.54","    7441512","          1961115006.25","      82720","    5302822","         71.26"
"ITC","EQ","21-Dec-2017","        263.30","        265.90","        265.90","        261.60","        263.05","        263.05","        262.91","    6771408","          1780287873.65","      55591","    4547759","         67.16"
"ITC","EQ","22-Dec-2017","        263.05","        263.50","        264.20","        262.15","        262.50","        263.10","        263.40","    6405364","          1687180162.95","      54750","    4378026","         68.35"
"ITC","EQ","26-Dec-2017","        263.10","        263.25","        265.00","        262.65","        263.75","        264.15","        264.04","    9549857","          2521561759.75","      56341","    7262299","         76.05"
"ITC","EQ","27-Dec-2017","        264.15","        264.20","        264.30","        261.65","        262.30","        262.15","        262.96","    6091016","          1601682752.55","      82067","    4290172","         70.43"
"ITC","EQ","28-Dec-2017","        262.15","        263.40","        264.05","        261.05","        261.85","        261.85","        262.27","   15889965","          4167506190.80","      74141","   12130570","         76.34"
"ITC","EQ","29-Dec-2017","        261.85","        262.50","        264.00","        262.25","        263.25","        263.25","        263.25","    6565616","          1728410991.80","      56777","    4572034","         69.64"
"ITC","EQ","01-Jan-2018","        263.25","        263.25","        266.30","        261.25","        261.80","        262.30","        263.26","   10461011","          2753929704.55","      44043","    6375878","         60.95"
"ITC","EQ","02-Jan-2018","        262.30","        262.60","        264.20","        260.45","        260.70","        260.75","        261.84","    5688384","          1489465051.00","      45209","    2985641","         52.49"
"ITC","EQ","03-Jan-2018","        260.75","        261.30","        262.65","        260.60","        260.95","        261.15","        261.82","   11018996","          2884992810.35","      67791","    8914265","         80.90"
"ITC","EQ","04-Jan-2018","        261.15","        260.95","        262.75","        260.60","        261.75","        261.55","        261.69","    9368913","          2451729469.95","      69338","    6998712","         74.70"
"ITC","EQ","05-Jan-2018","        261.55","        261.90","        263.50","        261.90","        263.00","        262.90","        262.50","    9211954","          2418177130.60","      62706","    6673578","         72.44"
"ITC","EQ","08-Jan-2018","        262.90","        264.00","        266.80","        263.25","        265.75","        265.60","        265.52","   14433239","          3832243909.45","     109978","   10970842","         76.01"
"ITC","EQ","09-Jan-2018","        265.60","        265.50","        272.00","        264.75","        270.25","        270.55","        269.50","   25737663","          6936322435.00","     122424","   15431052","         59.96"
"ITC","EQ","10-Jan-2018","        270.55","        273.45","        274.00","        269.05","        269.45","        269.40","        271.34","   16441299","          4461163514.85","     108628","   10648924","         64.77"
"ITC","EQ","11-Jan-2018","        269.40","        269.50","        271.00","        268.10","        269.95","        269.80","        269.82","   11287447","          3045589736.25","      82350","    8107309","         71.83"
"ITC","EQ","12-Jan-2018","        269.80","        270.25","        271.35","        266.15","        267.15","        267.55","        268.58","    8179762","          2196889040.80","      66960","    5036314","         61.57"
"ITC","EQ","15-Jan-2018","        267.55","        268.00","        271.10","        267.00","        267.75","        267.60","        268.71","   10538330","          2831776794.40","     105293","    7545321","         71.60"
"ITC","EQ","16-Jan-2018","        267.60","        268.20","        268.70","        260.80","        262.60","        261.70","        263.52","   12935712","          3408816014.20","     117895","    9467052","         73.19"
"ITC","EQ","17-Jan-2018","        261.70","        262.00","        267.00","        259.55","        266.40","        266.05","        263.83","   16375659","          4320376055.95","     113452","   12109086","         73.95"
"ITC","EQ","18-Jan-2018","        266.05","        268.00","        275.25","        266.65","        274.00","        273.40","        272.79","   26442702","          7213332786.85","     175662","   16063493","         60.75"
"ITC","EQ","19-Jan-2018","        273.40","        276.00","        277.50","        271.10","        274.00","        274.55","        274.46","   25710521","          7056517733.60","     196232","   11615397","         45.18"
"ITC","EQ","22-Jan-2018","        274.55","        275.00","        275.50","        271.70","        272.70","        273.65","        272.84","    8339156","          2275255436.05","      60237","    5666863","         67.95"
"ITC","EQ","23-Jan-2018","        273.65","        274.00","        277.25","        273.55","        276.80","        276.60","        275.57","   18244388","          5027638083.60","      97311","   12780157","         70.05"
"ITC","EQ","24-Jan-2018","        276.60","        276.65","        282.00","        276.05","        280.55","        281.45","        279.68","   17305234","          4839854901.30","     112197","    9624564","         55.62"
"ITC","EQ","25-Jan-2018","        281.45","        281.00","        283.20","        278.60","        280.70","        281.25","        280.80","   13124518","          3685305307.65","     132581","    8662694","         66.00"
"ITC","EQ","29-Jan-2018","        281.25","        281.15","        283.30","        275.00","        275.20","        275.65","        277.08","    9569723","          2651569801.55","     100959","    6348137","         66.34"
"ITC","EQ","30-Jan-2018","        275.65","        275.00","        276.45","        271.95","        275.75","        275.20","        274.41","   13057276","          3583061025.55","     107090","    9915146","         75.94"
"ITC","EQ","31-Jan-2018","        275.20","        273.90","        276.00","        269.85","        271.35","        271.40","        272.88","   18945945","          5169900054.25","     141071","   14159972","         74.74"
"ITC","EQ","01-Feb-2018","        271.40","        272.00","        290.30","        267.40","        275.50","        275.30","        279.20","   59362154","         16574119704.60","     283270","   28442761","         47.91"
"ITC","EQ","02-Feb-2018","        275.30","        274.40","        285.65","        270.80","        274.50","        275.35","        278.35","   35008302","          9744734166.10","     220209","   14500461","         41.42"
"ITC","EQ","05-Feb-2018","        275.35","        273.55","        281.70","        271.85","        279.80","        279.25","        278.26","   19706340","          5483539597.90","     190487","   11075339","         56.20"
"ITC","EQ","06-Feb-2018","        279.25","        269.95","        277.30","        268.15","        274.75","        273.50","        273.27","   15822723","          4323856239.45","     113591","    7613464","         48.12"
"ITC","EQ","07-Feb-2018","        273.50","        278.00","        278.75","        274.00","        275.20","        275.15","        275.53","   12956103","          3569741913.30","      67020","    8107873","         62.58"
"ITC","EQ","08-Feb-2018","        275.15","        275.70","        276.90","        272.65","        273.90","        274.10","        274.87","    9779911","          2688180687.15","      87155","    6440637","         65.86"
"ITC","EQ","09-Feb-2018","        274.10","        271.00","        272.50","        267.80","        271.50","        271.35","        270.18","   14204123","          3837643796.15","      94584","    7220210","         50.83"
"ITC","EQ","12-Feb-2018","        271.35","        272.45","        273.85","        269.30","        270.00","        269.85","        270.82","    6713679","          1818221178.25","      53879","    3880858","         57.81"
"ITC","EQ","14-Feb-2018","        269.85","        270.00","        271.00","        265.10","        265.70","        266.50","        268.33","   11303222","          3033030764.95","     127975","    7831704","         69.29"
"ITC","EQ","15-Feb-2018","        266.50","        266.50","        269.90","        264.80","        268.00","        268.10","        267.87","   11736246","          3143812349.30","     120288","    7013377","         59.76"
"ITC","EQ","16-Feb-2018","        268.10","        269.85","        270.75","        265.60","        266.15","        266.45","        267.53","    6164187","          1649122893.65","      44559","    3090428","         50.14"
"ITC","EQ","19-Feb-2018","        266.45","        266.00","        267.80","        262.50","        263.60","        264.10","        264.81","    6069585","          1607283146.05","      65593","    2975487","         49.02"
"ITC","EQ","20-Feb-2018","        264.10","        264.00","        265.80","        262.15","        263.85","        263.25","        263.65","    9301017","          2452224762.50","      60656","    5456967","         58.67"
"ITC","EQ","21-Feb-2018","        263.25","        264.00","        268.95","        263.45","        268.05","        268.20","        267.23","   10555155","          2820630713.10","      81624","    6529636","         61.86"
"ITC","EQ","22-Feb-2018","        268.20","        267.20","        269.00","        265.45","        267.05","        267.10","        267.14","   19118686","          5107418306.20","      84590","   10876435","         56.89"
"ITC","EQ","23-Feb-2018","        267.10","        267.45","        270.00","        266.10","        268.70","        269.05","        268.63","    6529253","          1753964423.70","      84763","    4288142","         65.68"
"ITC","EQ","26-Feb-2018","        269.05","        268.55","        269.50","        266.00","        266.05","        266.55","        267.63","    8378818","          2242452601.70","      73749","    6408150","         76.48"
"ITC","EQ","27-Feb-2018","        266.55","        268.00","        268.20","        265.50","        266.60","        266.40","        266.25","    7429924","          1978195127.40","      57606","    4484755","         60.36"
"ITC","EQ","28-Feb-2018","        266.40","        265.00","        266.30","        263.05","        264.90","        265.05","        264.89","   13451146","          3563094170.15","     109063","   10095138","         75.05"
"ITC","EQ","01-Mar-2018","        265.05","        264.20","        266.10","        262.85","        263.65","        264.00","        263.84","    7781553","          2053119806.70","     117805","    5511456","         70.83"
"ITC","EQ","05-Mar-2018","        264.00","        263.30","        263.30","        260.00","        260.05","        260.25","        260.87","    6623613","          1727887213.25","      71775","    4600299","         69.45"
"ITC","EQ","06-Mar-2018","        260.25","        261.05","        262.40","        255.50","        256.00","        256.50","        259.23","    8180373","          2120638509.10","      66375","    5041650","         61.63"
"ITC","EQ","07-Mar-2018","        256.50","        256.50","        260.50","        253.55","        259.75","        259.90","        258.51","   15153219","          3917190656.15","     127773","    9418574","         62.16"
"ITC","EQ","08-Mar-2018","        259.90","        260.30","        261.90","        257.75","        258.25","        258.85","        259.90","    6027032","          1566403217.20","      53562","    3144893","         52.18"
"ITC","EQ","09-Mar-2018","        258.85","        259.00","        260.90","        258.25","        259.30","        259.25","        259.85","    6110339","          1587753301.55","      65272","    3772520","         61.74"
"ITC","EQ","12-Mar-2018","        259.25","        264.00","        270.85","        262.95","        269.90","        270.10","        267.45","   19900387","          5322454894.50","     139786","   10466779","         52.60"
"ITC","EQ","13-Mar-2018","        270.10","        269.65","        272.00","        267.20","        269.75","        269.45","        269.99","    8326884","          2248200027.30","      50824","    4195715","         50.39"
"ITC","EQ","14-Mar-2018","        269.45","        268.05","        269.05","        265.30","        267.75","        268.05","        267.56","    7907101","          2115613733.20","      66259","    4740412","         59.95"
"ITC","EQ","15-Mar-2018","        268.05","        267.00","        269.90","        265.20","        265.75","        265.55","        267.01","    5557668","          1483957144.90","      49638","    3076752","         55.36"
"ITC","EQ","16-Mar-2018","        265.55","        266.40","        266.40","        258.85","        261.35","        260.50","        261.06","   20680532","          5398824648.50","     124346","   16697180","         80.74"
"ITC","EQ","19-Mar-2018","        260.50","        260.55","        262.20","        258.30","        259.10","        259.15","        260.46","   12926158","          3366708258.45","     119296","    8980768","         69.48"
"ITC","EQ","20-Mar-2018","        259.15","        258.15","        259.95","        257.50","        259.50","        259.20","        258.78","    7481088","          1935947293.10","      80878","    4621250","         61.77"
"ITC","EQ","21-Mar-2018","        259.20","        260.05","        261.65","        258.70","        259.30","        259.05","        259.88","   12920867","          3357903165.40","      70521","    7066968","         54.69"
"ITC","EQ","22-Mar-2018","        259.05","        260.00","        261.45","        257.85","        258.85","        258.30","        259.30","    8011131","          2077311368.45","      65618","    5110050","         63.79"
"ITC","EQ","23-Mar-2018","        258.30","        256.00","        258.80","        254.75","        255.45","        256.00","        256.75","   11185677","          2871948544.80","     109077","    6922671","         61.89"
"ITC","EQ","26-Mar-2018","        256.00","        252.90","        260.00","        252.50","        258.75","        258.10","        257.28","   12499724","          3215969231.95","     123750","    8038588","         64.31"
"ITC","EQ","27-Mar-2018","        258.10","        258.80","        260.50","        256.90","        259.05","        258.90","        258.34","    8769415","          2265522477.85","      82531","    5816375","         66.33"
"ITC","EQ","28-Mar-2018","        258.90","        258.00","        258.95","        254.35","        255.00","        255.50","        256.70","   12270479","          3149842990.45","      75788","    7370683","         60.07"
